subject_id,scenario_name,phase,y_true,y_pred,prob_variant,attn_eeg_eye,attn_eeg_mouse,attn_eye_eeg,attn_eye_mouse,attn_mouse_eeg,attn_mouse_eye
22,coupon_min_spend,variant_c,1,1,0.9996488094329834,0.5,0.5,0.75,0.25,6.5277023e-16,1.0
22,coupon_min_spend,variant_c,1,1,0.9990310668945312,0.5003496,0.49965042,0.6840901,0.3159099,0.66295815,0.33704183
22,network_jitter,variant_c,1,1,0.999542236328125,0.5,0.5,0.75,0.25,9.9496626e-17,1.0
22,feedback_late,variant_c,1,1,0.999196469783783,0.47292092,0.52707905,0.6289815,0.37101847,0.56117475,0.4388252
22,coupon_min_spend,variant_c,1,1,0.9996050000190736,0.5,0.5,0.75,0.25,0.0,1.0
22,feedback_late,variant_c,1,1,0.9996441602706908,0.5,0.5,0.75,0.25,0.0,1.0
22,feedback_late,variant_c,1,1,0.9997400641441344,0.5000036,0.4999964,0.75,0.25,5.8377123e-06,0.99999416
22,network_jitter,variant_c,1,1,0.9986420273780824,0.49160215,0.5083978,0.66136134,0.33863866,0.6407546,0.35924542
22,feedback_late,variant_c,1,1,0.999629020690918,0.5,0.5,0.75,0.25,1.4729663e-17,1.0
22,network_jitter,variant_c,1,1,0.9996167421340942,0.5,0.5,0.75,0.25,3.8713783e-25,1.0
22,network_jitter,variant_c,1,1,0.9988503456115724,0.4770874,0.52291256,0.61046076,0.3895393,0.5853084,0.41469163
22,feedback_late,variant_c,1,1,0.9996486902236938,0.5,0.5,0.75,0.25,0.0,1.0
22,feedback_late,variant_c,1,1,0.999603807926178,0.5,0.5,0.75,0.25,0.0,1.0
22,network_jitter,variant_c,1,1,0.998975157737732,0.4831759,0.51682407,0.5692035,0.43079653,0.6246698,0.37533018
22,feedback_late,variant_c,1,1,0.9991451501846312,0.50014865,0.49985138,0.7434993,0.25650075,0.63961434,0.36038566
22,first_click_miss,variant_c,1,1,0.9990895986557008,0.49983278,0.50016725,0.68273306,0.31726697,0.6138681,0.38613188
22,price_change,variant_c,1,1,0.9995312690734864,0.5,0.5,0.75,0.25,0.0,1.0
22,price_change,variant_c,1,1,0.9996786117553712,0.49999997,0.5,0.75,0.25,1.5338054e-16,1.0
22,network_jitter,variant_c,1,1,0.9996795654296876,0.5,0.5,0.75,0.25,0.0,1.0
22,price_change,variant_c,1,1,0.9968031644821168,0.74626034,0.25373963,0.75,0.25,0.0,1.0
22,feedback_late,variant_c,1,1,0.9996343851089478,0.5,0.5,0.75,0.25,0.0,1.0
22,network_jitter,variant_c,1,1,0.9989809393882751,0.48627144,0.5137286,0.6316557,0.3683443,0.5468631,0.45313692
22,network_jitter,variant_c,1,1,0.9996337890625,0.5,0.5,0.75,0.25,0.0,1.0
22,feedback_late,variant_c,1,1,0.9991534948349,0.50198054,0.49801946,0.74574405,0.25425595,0.6209365,0.37906343
22,control_baseline,control,0,0,0.0003691404417622,0.50304264,0.49695736,0.49902228,0.5009777,0.5051907,0.49480933
22,control_baseline,control,0,0,0.0007386062061414,0.5003567,0.49964333,0.49950218,0.5004978,0.50278383,0.49721617
22,control_baseline,control,0,0,0.000202894269023,0.50347507,0.4965249,0.4987259,0.5012741,0.5052489,0.49475113
22,control_baseline,control,0,0,0.0002439014206174,0.5026815,0.49731845,0.49900737,0.50099266,0.50552285,0.49447715
22,control_baseline,control,0,0,0.000250104436418,0.5065702,0.49342975,0.49713224,0.5028677,0.50988764,0.4901124
22,control_baseline,control,0,0,0.0003091245016548,0.5037271,0.49627286,0.49847907,0.50152093,0.50498915,0.4950108
22,control_baseline,control,0,0,0.000356614444172,0.5024158,0.4975842,0.4987377,0.5012623,0.5024953,0.4975047
22,control_baseline,control,0,0,0.0003482808242551,0.5039433,0.4960567,0.49851352,0.5014865,0.50848395,0.49151608
22,control_baseline,control,0,0,0.0012203841470181,0.49396363,0.5060364,0.3075629,0.6924371,0.60186946,0.39813054
22,control_baseline,control,0,0,0.0001175084762508,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.000110063534521,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001089719007723,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001026077879942,0.74914217,0.25085783,0.75,0.25,3.961145e-09,1.0
22,control_baseline,control,0,0,0.0001099932269426,0.75,0.25,0.75,0.25,1.333393e-26,1.0
22,control_baseline,control,0,0,0.0014124566223472,0.5055847,0.4944153,0.4512862,0.5487138,0.56110907,0.43889096
22,control_baseline,control,0,0,0.0001070914950105,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001000769698293,0.74995875,0.25004128,0.75,0.25,0.000152997,0.999847
22,control_baseline,control,0,0,0.0001199570979224,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001076396365533,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.000107513355033,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001121801615227,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001148244773503,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001072376180673,0.75,0.25000003,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001118892541853,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001162136250059,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001089860379579,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001109188306145,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001346374338027,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.000153187836986,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001120613815146,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0002316839672857,0.7473208,0.25267926,0.75,0.25,1.5981765e-06,0.99999845
22,control_baseline,control,0,0,0.000108283587906,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001441204367438,0.550582,0.44941798,0.75,0.25,4.165901e-06,0.9999958
22,control_baseline,control,0,0,0.0001229463960044,0.75,0.25,0.75,0.25,1.3415736e-15,1.0
22,control_baseline,control,0,0,0.0001196099765365,0.5,0.5,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001225612795678,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001201727936859,0.75,0.25,0.75,0.25,3.093777e-28,1.0
22,control_baseline,control,0,0,0.0001126955612562,0.75,0.25,0.75,0.25,8.130673e-36,1.0
22,control_baseline,control,0,0,0.0001087668570107,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001078579734894,0.75,0.25,0.75,0.25,2.9344062e-06,0.9999971
22,control_baseline,control,0,0,0.000108521337097,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001083712850231,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001072425293386,0.75,0.25,0.75,0.25,2.0629836e-36,1.0
22,control_baseline,control,0,0,0.0044074361212551,0.4998391,0.5001609,0.34755906,0.6524409,0.6519557,0.34804428
22,control_baseline,control,0,0,9.811651398194954e-05,0.7499613,0.25003868,0.75,0.25,2.272299e-19,1.0
22,control_baseline,control,0,0,0.000160391558893,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0022697772365063,0.49062118,0.5093788,0.29247206,0.70752794,0.62822115,0.37177885
22,control_baseline,control,0,0,0.0010232023196294,0.4889571,0.5110429,0.39963147,0.60036856,0.55348694,0.4465131
22,control_baseline,control,0,0,0.0001146459180745,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0002396087220404,0.50849307,0.4915069,0.4845817,0.51541835,0.51258564,0.48741436
22,control_baseline,control,0,0,0.00010810438107,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001159468592959,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001089498691726,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001140786334872,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001310827792622,0.75,0.25,0.75,0.25,1.802465e-28,1.0
22,control_baseline,control,0,0,0.0001102144451579,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001140915846917,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001081538794096,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001083109527826,0.75,0.25,0.75,0.25,4.1526486e-20,1.0
22,control_baseline,control,0,0,0.0001089748038793,0.75,0.25,0.75,0.25,3.2567028e-21,1.0
22,control_baseline,control,0,0,0.0001128323274315,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001327136269537,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001145671267295,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001113793696276,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001054318636306,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001076715707313,0.749999,0.250001,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0015304016415029,0.49445713,0.5055429,0.28089988,0.7191001,0.60682476,0.39317527
22,control_baseline,control,0,0,0.0024380760733038,0.47915572,0.5208443,0.4005769,0.59942317,0.59496665,0.40503338
22,control_baseline,control,0,0,0.0014811749570071,0.4969778,0.5030222,0.26413134,0.7358687,0.6135602,0.38643986
22,control_baseline,control,0,0,0.0001080792280845,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001153916236944,0.6104614,0.3895386,0.75,0.25,1.5449106e-09,1.0
22,control_baseline,control,0,0,0.0001112061654566,0.75,0.25,0.75,0.25,1.1954434e-30,1.0
22,control_baseline,control,0,0,0.0001113487742259,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001287543127546,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001044221135089,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001081835725926,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001106168638216,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001125923299696,0.75,0.25,0.75,0.25,0.0,1.0
22,control_baseline,control,0,0,0.0001416554878233,0.75,0.25,0.75,0.25,0.0,1.0
23,network_jitter,variant_c,1,1,0.9995049238204956,0.5,0.5,0.37227112,0.6277288,0.8740734,0.12592663
23,feedback_late,variant_c,1,1,0.9995716214179992,0.5,0.5,0.25,0.75,0.50667,0.49333
23,slow_image,variant_c,1,1,0.9994891881942748,0.5,0.5,0.25,0.75,0.5,0.5
23,sort_reset,variant_c,1,1,0.9994781613349916,0.4997635,0.5002365,0.4599057,0.54009426,0.3948444,0.6051556
23,skeleton_prolong,variant_c,1,1,0.9995985627174376,0.5,0.5,0.25,0.75,0.26179838,0.7382016
23,button_delay,variant_c,1,1,0.9995396137237548,0.5,0.5,0.25,0.75,0.25,0.75
23,feedback_late,variant_c,1,1,0.9995548129081726,0.5,0.5,0.25,0.75,0.4948577,0.50514233
23,sort_reset,variant_c,1,1,0.9995418787002563,0.5,0.5,0.25,0.75,0.5,0.5
23,slow_image,variant_c,1,1,0.9994422793388368,0.5,0.5,0.44683203,0.55316794,0.74153256,0.2584675
23,skeleton_prolong,variant_c,1,1,0.9954596161842346,0.50668824,0.4933118,0.53477615,0.46522382,0.51939213,0.48060793
23,network_jitter,variant_c,1,1,0.9995930790901184,0.49990764,0.5000924,0.24726938,0.7527306,0.40246415,0.59753585
23,facet_reset_once,variant_c,1,1,0.9994329810142516,0.5,0.5,0.25,0.75,0.5,0.5
23,sort_reset,variant_c,1,1,0.9996547698974608,0.50004,0.49996,0.11829431,0.88170564,0.46739045,0.5326096
23,sort_reset,variant_c,1,1,0.9995656609535216,0.5,0.5,0.25,0.75,0.47167104,0.528329
23,first_click_miss,variant_c,1,1,0.993782103061676,0.5271454,0.47285467,0.5361108,0.46388918,0.53027105,0.46972892
23,network_jitter,variant_c,1,1,0.9952351450920104,0.5286337,0.4713663,0.54145694,0.45854303,0.5099608,0.49003923
23,feedback_late,variant_c,1,1,0.9948430061340332,0.50183827,0.49816167,0.5546781,0.44532186,0.54181325,0.45818675
23,network_jitter,variant_c,1,1,0.9995126724243164,0.5,0.5,0.25,0.75,0.5,0.5
23,network_jitter,variant_c,1,1,0.9995600581169128,0.5,0.5,0.25,0.75,0.5000005,0.49999952
23,network_jitter,variant_c,1,1,0.9995785355567932,0.5,0.5,0.25,0.75,0.5,0.5
23,network_jitter,variant_c,1,1,0.9994662404060364,0.5,0.5,0.25,0.75,0.25,0.75
23,network_jitter,variant_c,1,1,0.9995809197425842,0.5,0.5,0.24997422,0.75002575,0.49999982,0.50000024
23,feedback_late,variant_c,1,1,0.999510645866394,0.5,0.5,0.25,0.75,0.25004166,0.7499583
23,network_jitter,variant_c,1,1,0.9994694590568542,0.5,0.5,0.25,0.75,0.49999964,0.50000036
23,network_jitter,variant_c,1,1,0.9793574810028076,0.47238904,0.527611,0.5953622,0.40463784,0.5304917,0.4695083
23,network_jitter,variant_c,1,1,0.9995459914207458,0.5,0.5,0.25,0.75,0.5,0.5
23,facet_reset_once,variant_c,1,1,0.999636173248291,0.49988106,0.500119,0.24940027,0.7505997,0.5188356,0.4811644
23,network_jitter,variant_c,1,1,0.9995317459106444,0.5,0.5,0.25,0.75,0.499425,0.500575
23,slow_image,variant_c,1,1,0.999554455280304,0.5,0.5,0.24999721,0.7500028,0.5108393,0.48916072
23,skeleton_prolong,variant_c,1,1,0.9995691180229188,0.49999976,0.50000024,0.2487575,0.7512425,0.5418711,0.45812887
23,slow_image,variant_c,1,1,0.9927998781204224,0.53042626,0.4695738,0.56688434,0.43311566,0.51572067,0.48427933
23,network_jitter,variant_c,1,1,0.9892949461936952,0.531294,0.46870595,0.57551724,0.4244828,0.51586115,0.48413885
23,network_jitter,variant_c,1,1,0.9732839465141296,0.57460564,0.42539436,0.55079234,0.4492077,0.5233668,0.4766332
23,network_jitter,variant_c,1,1,0.9552114009857178,0.5300287,0.46997127,0.5560076,0.44399238,0.51223254,0.4877674
23,first_click_miss,variant_c,1,1,0.9994977712631226,0.5,0.5,0.33782354,0.6621765,0.7332863,0.2667137
23,network_jitter,variant_c,1,1,0.9924681782722472,0.5322255,0.4677745,0.62671816,0.3732818,0.5364096,0.46359032
23,button_delay,variant_c,1,1,0.9989281296730042,0.4993131,0.5006869,0.35638824,0.6436118,0.57309777,0.42690223
23,first_click_miss,variant_c,1,1,0.9995489716529846,0.5,0.5,0.25,0.75,0.5,0.5
23,feedback_late,variant_c,1,1,0.9995392560958862,0.5,0.5,0.25,0.75,0.25001425,0.74998575
23,slow_image,variant_c,1,1,0.9995104074478148,0.5,0.5,0.25,0.75,0.5,0.5
23,sort_reset,variant_c,1,1,0.9995354413986206,0.5,0.5,0.25,0.75,0.49999717,0.50000286
23,button_delay,variant_c,1,1,0.9994801878929138,0.5,0.5,0.25,0.75,0.25003344,0.74996656
23,button_delay,variant_c,1,1,0.9995585083961488,0.5,0.5,0.24999997,0.75,0.50000685,0.49999315
23,skeleton_prolong,variant_c,1,1,0.999554455280304,0.5,0.5,0.24999976,0.75000024,0.27445012,0.7255498
23,slow_image,variant_c,1,1,0.9994899034500122,0.5,0.5,0.25,0.75,0.5,0.5
23,facet_reset_once,variant_c,1,1,0.9991804957389832,0.52843255,0.47156745,0.42584535,0.5741546,0.4585941,0.5414059
23,network_jitter,variant_c,1,1,0.9950462579727172,0.5072641,0.49273586,0.551177,0.448823,0.53379697,0.466203
23,feedback_late,variant_c,1,1,0.9995787739753724,0.49998677,0.50001323,0.23381174,0.76618826,0.6726078,0.32739222
23,broken_image,variant_c,1,1,0.9995388984680176,0.5000188,0.49998122,0.23901244,0.7609876,0.47075483,0.5292452
23,button_delay,variant_c,1,1,0.9995294809341432,0.51572776,0.48427218,0.24995716,0.75004286,0.49716017,0.5028398
23,network_jitter,variant_c,1,1,0.9995872378349304,0.5000024,0.49999762,0.25,0.75,0.49994844,0.5000515
23,button_delay,variant_c,1,1,0.9994379878044128,0.5,0.5,0.25,0.75,0.5,0.5
23,feedback_late,variant_c,1,1,0.9995476603507996,0.5,0.5,0.25,0.75,0.4998368,0.5001632
23,feedback_late,variant_c,1,1,0.9995972514152528,0.5,0.5,0.25,0.75,0.4993275,0.50067246
23,network_jitter,variant_c,1,1,0.9934218525886536,0.8387059,0.16129403,0.2498053,0.75019467,0.48385477,0.5161452
23,button_delay,variant_c,1,1,0.9995442032814026,0.5,0.5,0.25,0.75,0.5,0.5
23,feedback_late,variant_c,1,1,0.9995471835136414,0.5,0.5,0.25,0.75,0.5,0.5
23,feedback_late,variant_c,1,1,0.999578058719635,0.5000513,0.49994868,0.2498618,0.75013816,0.3519092,0.6480908
23,slow_image,variant_c,1,1,0.9983474016189576,0.522903,0.477097,0.42724627,0.57275367,0.5014286,0.4985714
23,feedback_late,variant_c,1,1,0.9996401071548462,0.49999973,0.50000024,0.25,0.75,0.49993485,0.50006515
23,network_jitter,variant_c,1,1,0.9995412826538086,0.5,0.5,0.25,0.75,0.5,0.5
23,network_jitter,variant_c,1,1,0.9994564652442932,0.5,0.5,0.25,0.75,0.5,0.5
23,first_click_miss,variant_c,1,1,0.9995403289794922,0.5,0.5,0.25,0.75,0.4917696,0.5082304
23,sort_reset,variant_c,1,1,0.9956924319267272,0.50286525,0.4971348,0.50439346,0.49560654,0.5343794,0.46562055
23,skeleton_prolong,variant_c,1,1,0.999571979045868,0.5,0.5,0.25,0.75,0.49996972,0.5000303
23,network_jitter,variant_c,1,1,0.9995561242103576,0.5,0.5,0.25,0.75,0.25000003,0.75
23,first_click_miss,variant_c,1,1,0.9996541738510132,0.49995744,0.50004256,0.24995528,0.7500447,0.5169904,0.48300955
23,coupon_min_spend,variant_c,1,1,0.9996236562728882,0.50001794,0.49998206,0.2499945,0.7500055,0.49660742,0.5033926
23,network_jitter,variant_c,1,1,0.9995606541633606,0.5,0.5,0.24966672,0.7503333,0.49786365,0.50213635
23,network_jitter,variant_c,1,1,0.9995506405830384,0.5,0.5,0.25,0.75,0.5,0.5
23,button_delay,variant_c,1,1,0.9995182752609252,0.5,0.5,0.25,0.75,0.5006043,0.49939573
23,feedback_late,variant_c,1,1,0.999562680721283,0.50000095,0.49999905,0.25019014,0.74980986,0.41491136,0.5850886
23,network_jitter,variant_c,1,1,0.9943337440490724,0.5039036,0.49609634,0.57287705,0.42712295,0.53841686,0.46158314
23,feedback_late,variant_c,1,1,0.9995228052139282,0.5,0.5,0.25,0.75,0.5,0.5
23,network_jitter,variant_c,1,1,0.9995319843292236,0.5,0.5,0.25,0.75,0.49999997,0.5
23,price_change,variant_c,1,1,0.9996100068092346,0.50004303,0.49995694,0.24999623,0.7500038,0.2579083,0.74209166
23,network_jitter,variant_c,1,1,0.9995478987693788,0.5,0.5,0.25,0.75,0.49999985,0.5000001
23,feedback_late,variant_c,1,1,0.999549686908722,0.5,0.5,0.25,0.75,0.4998787,0.5001213
23,network_jitter,variant_c,1,1,0.9886067509651184,0.53525597,0.46474406,0.55808514,0.44191492,0.50982934,0.49017063
23,network_jitter,variant_c,1,1,0.9995392560958862,0.5,0.5,0.25,0.75,0.4999999,0.5000001
23,feedback_late,variant_c,1,1,0.994574248790741,0.51762444,0.4823755,0.54193807,0.45806193,0.5231664,0.47683355
23,control_baseline,control,0,0,0.0009862058795988,0.49993724,0.5000627,0.49519712,0.50480294,0.50303733,0.49696273
23,control_baseline,control,0,0,0.0011735475854948,0.5009935,0.49900654,0.49653912,0.5034609,0.5038097,0.49619028
23,control_baseline,control,0,0,0.0006189224077388,0.5002619,0.49973807,0.49486974,0.5051303,0.50529736,0.49470264
23,control_baseline,control,0,0,0.0002150990476366,0.49223801,0.50776196,0.495391,0.504609,0.47620416,0.52379584
23,control_baseline,control,0,0,6.344028224702924e-05,0.5,0.5,0.25,0.75,0.5,0.5
23,control_baseline,control,0,0,0.0012933377875015,0.5020838,0.49791622,0.6984565,0.30154347,0.5476893,0.45231065
23,control_baseline,control,0,0,7.655783701920882e-05,0.5,0.5,0.25,0.75,0.5,0.5
23,control_baseline,control,0,0,6.901262531755492e-05,0.5,0.5,0.25,0.75,0.5,0.5
23,control_baseline,control,0,0,6.378763646353036e-05,0.5,0.5,0.25,0.75,0.49999446,0.50000554
23,control_baseline,control,0,0,6.355169171001762e-05,0.5,0.5,0.25,0.75,0.49869964,0.50130033
23,control_baseline,control,0,0,0.0009296726784668,0.49182135,0.50817865,0.5584186,0.44158143,0.53047824,0.46952176
23,control_baseline,control,0,0,0.0012763959821313,0.47071397,0.529286,0.560906,0.43909398,0.54321647,0.45678353
23,control_baseline,control,0,0,5.958128531347029e-05,0.50000584,0.4999942,0.24999127,0.7500087,0.4254956,0.5745044
23,control_baseline,control,0,0,7.315340189961717e-05,0.5,0.5,0.25,0.75,0.5368539,0.46314603
